2026/09/05 08:27:25| Processing Configuration File: /etc/squid/squid.conf (depth 0)
2026/09/05 08:27:25| WARNING: use of 'override-expire' in 'refresh_pattern' violates HTTP
2026/09/05 08:27:25| Created PID file (/run/squid.pid)
2026/09/05 08:27:25| Set Current Directory to /var/spool/squid
2026/09/05 08:27:25| Creating missing swap directories
2026/09/05 08:27:25| /var/spool/squid exists
2026/09/05 08:27:25| Making directories in /var/spool/squid/00
2026/09/05 08:27:25| Making directories in /var/spool/squid/01
2026/09/05 08:27:25| Making directories in /var/spool/squid/02
2026/09/05 08:27:25| Making directories in /var/spool/squid/03
2026/09/05 08:27:25| Making directories in /var/spool/squid/04
2026/09/05 08:27:25| Making directories in /var/spool/squid/05
2026/09/05 08:27:25| Making directories in /var/spool/squid/06
2026/09/05 08:27:25| Making directories in /var/spool/squid/07
2026/09/05 08:27:25| Making directories in /var/spool/squid/08
2026/09/05 08:27:25| Making directories in /var/spool/squid/09
2026/09/05 08:27:25| Making directories in /var/spool/squid/0A
2026/09/05 08:27:25| Making directories in /var/spool/squid/0B
2026/09/05 08:27:25| Making directories in /var/spool/squid/0C
2026/09/05 08:27:25| Making directories in /var/spool/squid/0D
2026/09/05 08:27:25| Making directories in /var/spool/squid/0E
2026/09/05 08:27:25| Making directories in /var/spool/squid/0F
2026/09/05 08:27:25| Removing PID file (/run/squid.pid)
2026/09/05 08:27:25| Processing Configuration File: /etc/squid/squid.conf (depth 0)
2026/09/05 08:27:25| WARNING: use of 'override-expire' in 'refresh_pattern' violates HTTP
2026/09/05 08:27:25| Created PID file (/run/squid.pid)
2026/09/05 08:27:25| Set Current Directory to /var/spool/squid
2026/09/05 08:27:25| Starting Squid Cache version 6.13 for aarch64-unknown-linux-gnu...
2026/09/05 08:27:25| Service Name: squid
2026/09/05 08:27:25| Process ID 40
2026/09/05 08:27:25| Process Roles: master worker
2026/09/05 08:27:25| With 20480 file descriptors available
2026/09/05 08:27:25| Initializing IP Cache...
2026/09/05 08:27:25| DNS IPv6 socket created at [::], FD 8
2026/09/05 08:27:25| DNS IPv4 socket created at 0.0.0.0, FD 9
2026/09/05 08:27:25| Adding nameserver 127.0.0.11 from /etc/resolv.conf
2026/09/05 08:27:25| Adding ndots 1 from /etc/resolv.conf
2026/09/05 08:27:25| Logfile: opening log /var/log/squid/access.log
2026/09/05 08:27:25| WARNING: log name now starts with a module name. Use 'stdio:/var/log/squid/access.log'
2026/09/05 08:27:26| Unlinkd pipe opened on FD 14
2026/09/05 08:27:26| Local cache digest enabled; rebuild/rewrite every 3600/3600 sec
2026/09/05 08:27:26| Store logging disabled
2026/09/05 08:27:26| Swap maxSize 102400 + 16384 KB, estimated 9137 objects
2026/09/05 08:27:26| Target number of buckets: 456
2026/09/05 08:27:26| Using 8192 Store buckets
2026/09/05 08:27:26| Max Mem  size: 16384 KB
2026/09/05 08:27:26| Max Swap size: 102400 KB
2026/09/05 08:27:26| Rebuilding storage in /var/spool/squid (no log)
2026/09/05 08:27:26| Using Least Load store dir selection
2026/09/05 08:27:26| Set Current Directory to /var/spool/squid
2026/09/05 08:27:26| Finished loading MIME types and icons.
2026/09/05 08:27:26| HTCP Disabled.
2026/09/05 08:27:26| Pinger socket opened on FD 18
2026/09/05 08:27:26| Squid plugin modules loaded: 0
2026/09/05 08:27:26| Adaptation support is off.
2026/09/05 08:27:26| Accepting HTTP Socket connections at conn3 local=[::]:3128 remote=[::] FD 16 flags=9
    listening port: 3128
2026/09/05 08:27:26 pinger| Initialising ICMP pinger ...
2026/09/05 08:27:26 pinger| ICMP socket opened.
2026/09/05 08:27:26 pinger| ICMPv6 socket opened
2026/09/05 08:27:26| Done scanning /var/spool/squid dir (0 entries)
2026/09/05 08:27:26| Finished rebuilding storage from disk.
          0 Entries scanned
          0 Invalid entries
          0 With invalid flags
          0 Objects loaded
          0 Objects expired
          0 Objects canceled
          0 Duplicate URLs purged
          0 Swapfile clashes avoided
    Took 0.03 seconds (0.00 objects/sec).
2026/09/05 08:27:26| Beginning Validation Procedure
2026/09/05 08:27:26| Completed Validation Procedure
    Validated 0 Entries
    store_swap_size = 0.00 KB
2026/09/05 08:27:27| storeLateRelease: released 0 objects
2026/09/05 08:46:05.600| 41,5| AsyncCall.cc(29) AsyncCall: The AsyncCall MaintainSwapSpace constructed, this=0xaaaaf7cc8180 [call364747]
2026/09/05 08:46:05.600| 41,5| AsyncCall.cc(96) ScheduleCall: event.cc(229) will call MaintainSwapSpace() [call364747]
2026/09/05 08:46:05.600| 41,5| AsyncCallQueue.cc(26) fire: entering MaintainSwapSpace()
2026/09/05 08:46:05.600| 41,5| AsyncCall.cc(41) make: make call MaintainSwapSpace [call364747]
2026/09/05 08:46:05.600| 47,5| ufs/UFSSwapDir.cc(449) maintain: space still available in /var/spool/squid
2026/09/05 08:46:05.600| 41,7| event.cc(309) schedule: schedule: Adding 'MaintainSwapSpace', in 1.00 seconds
2026/09/05 08:46:05.600| 41,5| AsyncCallQueue.cc(28) fire: leaving MaintainSwapSpace()
2026/09/05 08:46:06.604| 41,5| AsyncCall.cc(29) AsyncCall: The AsyncCall MaintainSwapSpace constructed, this=0xaaaaf7cc8180 [call364748]
2026/09/05 08:46:06.605| 41,5| AsyncCall.cc(96) ScheduleCall: event.cc(229) will call MaintainSwapSpace() [call364748]
2026/09/05 08:46:06.622| 41,5| AsyncCallQueue.cc(26) fire: entering MaintainSwapSpace()
2026/09/05 08:46:06.623| 41,5| AsyncCall.cc(41) make: make call MaintainSwapSpace [call364748]
2026/09/05 08:46:06.623| 47,5| ufs/UFSSwapDir.cc(449) maintain: space still available in /var/spool/squid
2026/09/05 08:46:06.623| 41,7| event.cc(309) schedule: schedule: Adding 'MaintainSwapSpace', in 1.00 seconds
2026/09/05 08:46:06.627| 41,5| AsyncCallQueue.cc(28) fire: leaving MaintainSwapSpace()
2026/09/05 08:46:07.109| 41,5| AsyncCall.cc(29) AsyncCall: The AsyncCall ipcache_purgelru constructed, this=0xaaaaf7cc8180 [call364749]
2026/09/05 08:46:07.110| 41,5| AsyncCall.cc(96) ScheduleCall: event.cc(229) will call ipcache_purgelru() [call364749]
2026/09/05 08:46:07.110| 41,5| AsyncCallQueue.cc(26) fire: entering ipcache_purgelru()
2026/09/05 08:46:07.110| 41,5| AsyncCall.cc(41) make: make call ipcache_purgelru [call364749]
2026/09/05 08:46:07.110| 41,7| event.cc(309) schedule: schedule: Adding 'ipcache_purgelru', in 10.00 seconds
2026/09/05 08:46:07.118| 41,5| AsyncCallQueue.cc(28) fire: leaving ipcache_purgelru()
2026/09/05 08:46:07.625| 41,5| AsyncCall.cc(29) AsyncCall: The AsyncCall MaintainSwapSpace constructed, this=0xaaaaf7cc8180 [call364750]
2026/09/05 08:46:07.626| 41,5| AsyncCall.cc(96) ScheduleCall: event.cc(229) will call MaintainSwapSpace() [call364750]
2026/09/05 08:46:07.626| 41,5| AsyncCallQueue.cc(26) fire: entering MaintainSwapSpace()
2026/09/05 08:46:07.626| 41,5| AsyncCall.cc(41) make: make call MaintainSwapSpace [call364750]
2026/09/05 08:46:07.626| 47,5| ufs/UFSSwapDir.cc(449) maintain: space still available in /var/spool/squid
2026/09/05 08:46:07.626| 41,7| event.cc(309) schedule: schedule: Adding 'MaintainSwapSpace', in 1.00 seconds
2026/09/05 08:46:07.626| 41,5| AsyncCallQueue.cc(28) fire: leaving MaintainSwapSpace()
2026/09/05 08:46:08.627| 41,5| AsyncCall.cc(29) AsyncCall: The AsyncCall MaintainSwapSpace constructed, this=0xaaaaf7cc8180 [call364751]
2026/09/05 08:46:08.627| 41,5| AsyncCall.cc(96) ScheduleCall: event.cc(229) will call MaintainSwapSpace() [call364751]
2026/09/05 08:46:08.627| 41,5| AsyncCallQueue.cc(26) fire: entering MaintainSwapSpace()
2026/09/05 08:46:08.627| 41,5| AsyncCall.cc(41) make: make call MaintainSwapSpace [call364751]
2026/09/05 08:46:08.627| 47,5| ufs/UFSSwapDir.cc(449) maintain: space still available in /var/spool/squid
2026/09/05 08:46:08.627| 41,7| event.cc(309) schedule: schedule: Adding 'MaintainSwapSpace', in 1.00 seconds
2026/09/05 08:46:08.627| 41,5| AsyncCallQueue.cc(28) fire: leaving MaintainSwapSpace()
